RowNumber,CustomerId,Surname,Geography,Gender,Age
5607,15741988,Marino,East,Female,52
5608,15771728,Mackenzie,East,Male,41
5609,15605113,Sutherland,West,Female,27
5610,15661945,Nicolay,Central,Female,40
5611,15783816,Lori,West,Female,28
5612,15721207,Piazza,East,Male,42
5613,15764072,Somerville,West,Female,31
5614,15689412,Christie,West,Female,32
5615,15798385,Grave,Central,Female,46
5616,15775339,Lori,West,Female,29
5617,15585256,Iloerika,Central,Male,26
5618,15797329,Muir,West,Male,43
5619,15780220,Pauley,West,Male,38
5620,15648951,Kao,Central,Male,41
5621,15752409,Grant,West,Male,31
5622,15807524,Chukwuma,West,Female,44
5623,15766649,Vincent,West,Male,38
5624,15696812,Lazareva,Central,Male,42
5625,15581295,Ch'ien,Central,Female,45
5626,15663234,Bishop,West,Female,60
5627,15741417,Chibuzo,Central,Female,35
5628,15695174,Chang,West,Male,29
5629,15665168,Calabrese,East,Female,44
5630,15601503,Tokaryev,Central,Male,28
5631,15706131,Logan,Central,Female,37
5632,15782758,Ozerova,West,Male,40
5633,15591091,Goering,West,Male,44
5634,15715877,Lo,West,Male,28
5635,15756918,Simmons,West,Female,38
5636,15746662,Maduabuchim,Central,Female,27
5637,15626679,Linger,West,Male,33
5638,15793343,Yeh,West,Female,29
5639,15576774,Stevenson,West,Female,38
5640,15801316,Ifeatu,West,Male,61
5641,15800514,Kenechukwu,East,Female,24
5642,15662232,Learmonth,East,Male,42
5643,15737778,Dickson,Central,Female,41
5644,15782096,Volkova,Central,Female,36
5645,15783522,Mitchell,Central,Female,37
5646,15785373,Wong,Central,Female,42
5647,15756272,James,East,Female,35
5648,15615245,Shao,West,Male,19
5649,15600174,Walton,West,Male,35
5650,15752956,Stanley,Central,Male,29
5651,15644882,Watson,East,Female,36
5652,15766272,Folliero,East,Female,61
5653,15800620,Fitzgerald,West,Female,29
5654,15569764,Garner,East,Female,41
5655,15747458,Folliero,Central,Female,43
5656,15573171,Liao,Central,Male,63
5657,15736769,Lucchesi,West,Female,27
5658,15763381,Chan,West,Male,30
5659,15814430,Ma,Central,Male,41
5660,15638607,Nwabugwu,West,Female,52
5661,15737133,P'eng,Central,Male,68
5662,15613945,Andrews,West,Female,26
5663,15659937,Otutodilinna,West,Female,40
5664,15765287,Grant,West,Female,38
5665,15661723,Abramovich,Central,Male,71
5666,15766064,Komarova,West,Male,33
5667,15649616,Otutodilichukwu,Central,Male,60
5668,15719017,Donaldson,West,Female,34
5669,15720919,Duggan,West,Male,42
5670,15706706,Chinwendu,East,Male,33
5671,15709653,Hamilton,West,Male,32
5672,15805104,Smith,West,Female,73
5673,15622442,Mazzi,West,Male,29
5674,15572801,Krischock,Central,Male,34
5675,15767598,Kent,Central,Male,28
5676,15757897,Binder,West,Female,26
5677,15568104,Zubarev,West,Female,26
5678,15763414,Degtyarev,East,Male,32
5679,15732265,Obialo,West,Male,33
5680,15621974,Davydova,East,Female,33
5681,15803947,Teng,East,Female,30
5682,15720706,Hsing,Central,Female,39
5683,15759290,Coleman,Central,Male,29
5684,15651664,Wilder,West,Female,61
5685,15795132,Molineux,West,Female,25
5686,15811565,Cocci,Central,Female,47
5687,15713774,Chikwendu,Central,Female,46
5688,15691840,Fraser,East,Female,37
5689,15682021,Lai,East,Male,23
5690,15612931,Korovin,Central,Female,50
5691,15676707,Sidorov,Central,Female,39
5692,15601383,Ibrahimova,Central,Male,44
5693,15662662,Duigan,West,Female,30
5694,15752694,Taylor,West,Female,32
5695,15590683,Donaldson,West,Female,31
5696,15773591,Jobson,West,Male,46
5697,15723620,Lu,West,Male,41
5698,15671779,Nebechi,West,Male,39
5699,15672966,Cross,Central,Female,64
5700,15624667,Wallace,West,Male,35
5701,15812888,Perreault,West,Male,41
5702,15724154,Manna,East,Female,49
5703,15749540,Hsiung,West,Male,36
5704,15621063,Gibbons,West,Female,42
5705,15661626,Algeranoff,East,Female,45
5706,15698703,Doherty,East,Male,40
5707,15801431,Rowe,Central,Female,48
5708,15649451,Yates,West,Male,25
5709,15626156,Galloway,West,Female,60
5710,15606158,Genovese,West,Female,39
5711,15589496,Arrington,West,Male,34
5712,15730345,Miah,West,Female,35
5713,15572038,Chijindum,East,Male,35
5714,15643439,Ferguson,West,Male,47
5715,15604158,Smith,West,Female,39
5716,15657396,Marshall,West,Male,31
5717,15709478,P'an,East,Male,37
5718,15628824,Burton,West,Female,37
5719,15814519,Kamdibe,West,Female,37
5720,15636520,Milani,West,Male,27
5721,15794414,Forbes,Central,Male,46
5722,15643671,Chiekwugo,East,Male,49
5723,15700650,Cousens,West,Male,34
5724,15680224,Ross,West,Female,26
5725,15784286,Wood,Central,Male,40
5726,15693996,Hawks,West,Female,33
5727,15764343,T'ien,Central,Female,46
5728,15704168,Ting,East,Male,38
5729,15680197,Thynne,West,Male,41
5730,15633729,Wang,West,Male,43
5731,15577683,Maclean,West,Female,29
5732,15800746,Watson,West,Male,45
5733,15788686,Gibson,Central,Male,40
5734,15742798,French,West,Female,22
5735,15596647,Henderson,West,Male,54
5736,15756070,Greenwood,Central,Female,44
5737,15775116,Anderson,West,Male,31
5738,15575428,Mistry,East,Female,35
5739,15654074,Tuan,West,Male,38
5740,15695872,Fiorentini,West,Female,30
5741,15568885,Scott,East,Female,34
5742,15725036,Jideofor,West,Male,42
5743,15632665,Yevseyev,West,Male,61
5744,15571476,Kelly,Central,Male,38
5745,15776850,Smith,Central,Female,43
5746,15623649,Ogle,Central,Male,32
5747,15751131,Moss,Central,Female,41
5748,15688128,Loggia,Central,Male,34
5749,15678412,Nwankwo,West,Female,45
5750,15770291,Allan,West,Female,29
5751,15583392,Woronoff,East,Male,37
5752,15690731,Wolfe,West,Male,40
5753,15697948,Henderson,Central,Female,36
5754,15608328,Sutherland,Central,Female,41
5755,15766378,Marsden,East,Female,45
5756,15600813,Hyde,West,Male,50
5757,15706217,Kao,East,Male,28
5758,15601417,T'ang,West,Male,32
5759,15610972,Crawford,East,Female,44
5760,15674620,Dilibe,East,Female,37
5761,15785350,Austin,Central,Male,23
5762,15749119,Santiago,West,Female,31
5763,15756535,Chibugo,East,Male,39
5764,15700965,Toscano,West,Female,32
5765,15791851,Afanasyeva,West,Female,34
5766,15717156,Sokolov,West,Male,30
5767,15740846,Wei,West,Male,40
5768,15573284,Olisanugo,West,Female,45
5769,15729083,Gorman,West,Male,36
5770,15611612,Priestley,West,Female,29
5771,15694381,Lloyd,West,Male,51
5772,15651737,Salmond,Central,Male,44
5773,15663168,MacDonald,West,Male,35
5774,15643426,Robertson,Central,Female,36
5775,15618245,Chukwumaobim,East,Male,31
5776,15717527,Ifeanacho,West,Female,49
5777,15793478,Li Fonti,East,Female,39
5778,15642248,Ko,Central,Male,66
5779,15640377,Goloubev,West,Female,36
5780,15723950,Kruglov,Central,Male,40
5781,15590327,Liao,East,Female,42
5782,15706199,White,East,Male,36
5783,15671514,Sinclair,Central,Female,33
5784,15727041,Fiorentini,West,Male,71
5785,15738063,Shen,West,Male,29
5786,15711733,Rapuokwu,West,Male,48
5787,15652320,Woronoff,West,Male,40
5788,15634180,Holden,East,Male,26
5789,15694566,Roberts,West,Female,42
5790,15726103,Tsou,East,Female,55
5791,15646351,Somerville,Central,Male,27
5792,15730044,Greco,East,Female,42
5793,15795186,Leonard,West,Male,38
5794,15784890,McKenzie,Central,Female,32
5795,15694125,McElhone,West,Male,57
5796,15565891,Dipietro,West,Male,39
5797,15674254,Kerr,Central,Female,45
5798,15775206,Hunter,West,Male,37
5799,15797627,Niehaus,Central,Male,54
5800,15649853,Craig,West,Female,45
5801,15610379,Barclay-Harvey,West,Male,30
5802,15659800,Teng,Central,Female,50
5803,15716236,Milani,West,Male,35
5804,15672053,Mistry,Central,Male,38
5805,15663933,Jamieson,East,Female,35
5806,15814236,Kay,Central,Female,38
5807,15583597,Ikedinachukwu,Central,Male,47
5808,15607395,Holt,West,Female,33
5809,15694556,Nkemakolam,West,Male,60
5810,15744109,Hartung,West,Male,32
5811,15800688,Ch'en,Central,Female,42
5812,15810878,Baker,Central,Female,38
5813,15587835,Osinachi,West,Male,41
5814,15763515,Shih,West,Male,30
5815,15725882,Feng,East,Female,40
5816,15788022,Sternberg,East,Female,41
5817,15663917,Adams,West,Male,43
5818,15656865,Gray,East,Male,69
5819,15667971,Shepherd,East,Female,34
5820,15800366,Walton,West,Male,29
5821,15717231,Yang,East,Male,37
5822,15643188,Barnett,East,Female,47
5823,15671351,Romani,Central,Male,35
5824,15573628,Greene,East,Female,51
5825,15698953,Hart,Central,Male,36
5826,15753888,Johnston,Central,Female,62
5827,15737961,Miller,East,Female,29
5828,15801701,Robson,Central,Male,35
5829,15684419,Wallace,Central,Female,37
5830,15794266,Cross,West,Male,32
5831,15810711,Marcum,East,Male,37
5832,15771270,North,West,Female,27
5833,15607786,Mao,West,Male,26
5834,15624519,Calabrese,East,Female,49
5835,15799910,Martin,West,Male,32
5836,15602479,Fleming,Central,Male,37
5837,15617419,Roberts,East,Female,29
5838,15657603,Finch,West,Female,35
5839,15570379,Whitelegge,Central,Male,51
5840,15772996,Rooke,East,Male,40
5841,15729574,Lu,Central,Male,71
5842,15737267,Marcelo,West,Female,49
5843,15799128,Matthews,Central,Female,38
5844,15813327,Romani,West,Male,21
5845,15711921,Scott,West,Male,29
5846,15654300,Mao,East,Male,33
5847,15569945,Horsley,Central,Male,29
5848,15569666,Goddard,West,Female,45
5849,15681887,Eskridge,East,Male,33
5850,15608873,Smith,West,Male,51
5851,15762091,Simpson,East,Female,22
5852,15722053,Oguejiofor,Central,Male,33
5853,15782100,Holloway,Central,Male,22
5854,15765300,L?,East,Male,40
5855,15743570,Feng,West,Female,34
5856,15608541,Claiborne,West,Male,46
5857,15750671,Egobudike,Central,Male,31
5858,15813659,Folliero,West,Female,56
5859,15757867,Bray,West,Female,30
5860,15652914,Ibrahimov,Central,Male,38
5861,15723818,Carpenter,West,Female,37
5862,15713819,Walsh,West,Male,48
5863,15656484,Woods,West,Male,40
5864,15778515,Wu,West,Male,40
5865,15803840,Forbes,West,Female,32
5866,15735339,Lynch,West,Male,39
5867,15600392,Amaechi,West,Female,53
5868,15625740,Enriquez,East,Male,62
5869,15663817,Y?an,West,Male,46
5870,15734461,Brooks,East,Male,31
5871,15780142,Wang,West,Male,43
5872,15709920,Burke,West,Female,33
5873,15684248,Meng,Central,Male,21
5874,15643158,Chiganu,West,Female,40
5875,15693902,Hunt,West,Male,19
5876,15578307,Lucchese,West,Female,33
5877,15585379,Humphries,West,Male,39
5878,15758510,Frolova,West,Male,26
5879,15692918,Hsing,East,Male,36
5880,15705301,Parkes,West,Male,41
5881,15718231,Gregory,West,Male,28
5882,15567991,Obiuto,Central,Male,31
5883,15772650,Longo,West,Male,55
5884,15574795,Lombardo,West,Female,38
5885,15706036,Lombardo,East,Male,38
5886,15723856,Gonzalez,West,Female,29
5887,15812920,Nwabugwu,East,Male,40
5888,15691287,Ford,East,Female,33
5889,15804797,Gilleland,West,Female,54
5890,15708650,Fullwood,West,Female,31
5891,15712777,Kao,West,Male,38
5892,15786469,Montalvo,West,Female,34
5893,15669219,Wilson,East,Male,35
5894,15641004,Doyne,Central,Female,48
5895,15648067,Onwuamaeze,West,Male,39
5896,15704014,K'ung,East,Male,37
5897,15645136,O'Donnell,Central,Male,30
5898,15709604,McMillan,West,Male,23
5899,15713637,Chinedum,West,Male,34
5900,15793901,Capon,West,Female,27
5901,15569759,Rawling,West,Female,27
5902,15712930,Duncan,West,Male,42
5903,15586504,Trevisani,West,Male,40
5904,15677317,Ankudinova,West,Female,29
5905,15664270,Balsillie,East,Male,45
5906,15731519,Kerr,West,Female,30
5907,15745623,Worsnop,West,Male,32
5908,15813862,Yevseyev,Central,Male,66
5909,15641934,Manna,Central,Female,46
5910,15713043,Siciliani,West,Female,33
5911,15700749,Powell,West,Female,39
5912,15697567,Bazarova,West,Male,33
5913,15715414,White,West,Female,38
5914,15639530,Buda,Central,Male,42
5915,15726058,Cattaneo,East,Male,27
5916,15725665,Lo,West,Male,47
5917,15698872,Brown,Central,Female,39
5918,15812184,Rose,West,Female,31
5919,15742609,Lombardo,East,Male,28
5920,15815043,McMillan,Central,Male,49
5921,15640648,Howe,West,Male,36
5922,15627203,Hsu,Central,Male,54
5923,15786196,Han,West,Female,44
5924,15612095,Calabrese,West,Female,48
5925,15674368,Riley,West,Female,39
5926,15783477,Biryukov,East,Female,39
5927,15757559,Broadhurst,West,Female,53
5928,15591036,Genovesi,East,Female,43
5929,15761241,Hsieh,East,Female,36
5930,15695078,Kemp,West,Male,32
5931,15645744,Chukwudi,West,Female,30
5932,15566988,Iqbal,East,Female,46
5933,15749300,Teng,West,Female,47
5934,15594340,Tao,West,Male,41
5935,15607065,Chinedum,West,Male,34
5936,15778089,Stevenson,Central,Male,37
5937,15773723,Duncan,Central,Female,22
5938,15697035,Garrett,Central,Female,31
5939,15679668,Yao,Central,Male,38
5940,15709861,He,East,Male,30
5941,15791958,Mazzi,West,Female,41
5942,15791030,Edwards,West,Female,33
5943,15695339,Lucchesi,East,Male,53
5944,15658813,Siciliani,West,Female,55
5945,15715709,Shih,East,Male,43
5946,15722533,Logue,West,Female,40
5947,15683118,Rechner,West,Male,32
5948,15672798,O'Brien,West,Female,45
5949,15680112,Stewart,East,Female,35
5950,15714575,Batt,East,Female,44
5951,15806808,Hope,East,Female,57
5952,15590637,Ahmed,West,Male,41
5953,15657535,Pearson,Central,Male,29
5954,15696141,Kruglov,Central,Female,31
5955,15811947,Gordon,West,Male,33
5956,15649024,Trujillo,West,Female,39
5957,15594928,Pagnotto,East,Female,38
5958,15765532,Horton,East,Male,76
5959,15741719,DeRose,West,Female,40
5960,15665629,Chiang,Central,Female,33
5961,15728917,Gill,West,Male,48
5962,15762993,Trevisano,Central,Male,32
5963,15571193,Morrison,East,Male,42
5964,15653521,Onuora,East,Female,40
5965,15802220,Ikenna,Central,Male,35
5966,15644132,Mancini,West,Female,30
5967,15600832,Moss,West,Female,43
5968,15797919,Ting,Central,Male,37
5969,15603743,Tai,West,Male,28
5970,15579714,Pan,West,Female,29
5971,15634295,Wilson,West,Male,35
5972,15786680,Bianchi,Central,Male,37
5973,15623499,Holman,East,Male,49
5974,15691823,Obidimkpa,West,Male,37
5975,15809279,Wallace,West,Male,45
5976,15758039,Ash,West,Male,44
5977,15807163,Ku,West,Female,38
5978,15631639,Uspensky,West,Female,40
5979,15713770,Shih,Central,Male,41
5980,15698167,Kumm,West,Female,24
5981,15781710,Carey,Central,Female,31
5982,15801296,Farber,East,Female,37
5983,15704378,Calabrese,East,Male,37
5984,15767891,Findlay,East,Female,28
5985,15640667,Yu,West,Female,41
5986,15702145,Edments,Central,Male,33
5987,15679738,Brown,Central,Female,35
5988,15636634,Lindon,East,Female,25
5989,15809227,Chukwudi,West,Male,35
5990,15601811,Caldwell,West,Female,53
5991,15625494,Li Fonti,West,Female,32
5992,15723737,Pitcher,West,Male,27
5993,15682955,Capon,West,Female,32
5994,15758856,Kable,West,Male,45
5995,15746065,Lo Duca,East,Male,35
5996,15783865,Kulikova,West,Male,59
5997,15745455,Navarrete,East,Male,62
5998,15583033,Huguley,West,Female,20
5999,15644212,Han,Central,Male,28
6000,15735688,Horsley,West,Female,31
6001,15658577,Massie,West,Female,37
6002,15606887,Singh,West,Female,30
6003,15783026,H?,West,Female,41
6004,15579892,Doyle,Central,Male,19
6005,15802088,Grant,Central,Female,22
6006,15589323,Law,West,Female,24
6007,15636395,King,West,Female,31
6008,15712772,Onwubiko,West,Male,28
6009,15700937,Romano,Central,Female,24
6010,15766659,Okwudilichukwu,Central,Male,33
6011,15814033,Milano,Central,Male,38
6012,15783007,Parker,East,Female,45
6013,15654183,Aitken,West,Female,26
6014,15609899,Obiora,Central,Male,37
6015,15747323,Vasilyeva,Central,Male,48
6016,15582591,Chiabuotu,Central,Male,59
6017,15738835,Slater,East,Male,38
6018,15782404,Hughes,West,Female,34
6019,15697480,Menkens,West,Male,30
6020,15697045,Pisani,Central,Female,35
6021,15781234,Y?an,West,Female,35
6022,15579891,Milani,West,Male,52
6023,15805690,Chin,Central,Female,35
6024,15612139,Fu,West,Female,33
6025,15568834,Howells,Central,Male,27
6026,15709917,Ni,West,Female,46
6027,15718843,Maslova,Central,Male,41
6028,15799494,Forster,East,Male,44
6029,15673439,Sun,Central,Female,50
6030,15669011,Bocharova,West,Female,44
6031,15581388,Y?an,Central,Male,33
6032,15743153,Singh,East,Female,40
6033,15579787,Nkemakonam,West,Male,39
6034,15759966,Chiemenam,Central,Female,36
6035,15601045,Angelo,Central,Male,37
6036,15764021,Frolov,West,Male,34
6037,15687218,West,West,Female,27
6038,15626452,Beatham,Central,Male,32
6039,15700964,Pollard,East,Female,27
6040,15768887,Hsing,Central,Male,26
6041,15735358,Dowse,Central,Male,46
6042,15749472,Lucciano,West,Male,45
6043,15685872,Godfrey,West,Female,29
6044,15760851,Gratton,West,Male,31
6045,15734588,Manning,West,Male,46
6046,15784594,Mazzi,East,Female,37
6047,15606435,Wall,East,Male,69
6048,15790247,Sims,Central,Male,40
6049,15676433,Allan,West,Female,36
6050,15625905,Griffen,Central,Male,41
6051,15626414,Russell,West,Male,44
6052,15623220,Brown,Central,Female,45
6053,15752857,Palerma,East,Male,52
6054,15677908,Gilbert,Central,Male,42
6055,15773013,Uvarov,West,Female,47
6056,15623972,Wisdom,East,Female,23
6057,15738627,Hussain,West,Male,25
6058,15643392,Woods,West,Male,31
6059,15684868,Cameron,East,Male,56
6060,15627854,Mai,Central,Male,44
6061,15669253,Gibson,Central,Male,39
6062,15758023,Grigoryeva,East,Male,47
6063,15574558,Gunter,Central,Male,32
6064,15635256,Arcuri,West,Male,31
6065,15680399,Tung,West,Male,23
6066,15674720,Smith,East,Female,37
6067,15580249,Lori,West,Male,45
6068,15675431,Chidimma,West,Female,34
6069,15698285,Ting,West,Female,41
6070,15810775,Tsao,Central,Male,52
6071,15678173,Collee,Central,Male,35
6072,15665222,Lettiere,Central,Male,52
6073,15803908,Fu,West,Male,45
6074,15586039,Bergamaschi,East,Female,36
6075,15802570,Dyer,West,Female,45
6076,15781451,Buccho,West,Male,42
6077,15721019,Jones,West,Female,24
6078,15738588,Nebechi,East,Female,37
6079,15730657,Ibekwe,West,Female,41
6080,15739292,Gorshkov,East,Male,31
6081,15725945,Nweke,Central,Female,42
6082,15813159,Hairston,West,Male,52
6083,15636820,Loggia,East,Male,40
6084,15603880,Morgan,East,Male,38
6085,15619494,Abdulov,East,Female,31
6086,15596992,Norris,East,Male,45
6087,15735025,Clark,Central,Male,37
6088,15730759,Chukwudi,West,Female,27
6089,15752912,Perkin,West,Female,30
6090,15711316,Ch'ang,West,Male,27
6091,15738785,Kang,West,Male,26
6092,15777896,Chukwudi,East,Female,33
6093,15628963,Frolova,East,Male,43
6094,15742126,Chiu,East,Male,38
6095,15575623,Simpson,West,Female,31
6096,15741652,McLean,Central,Male,37
6097,15738884,Hu,East,Male,41
6098,15615050,Savage,East,Male,47
6099,15803005,Wallace,East,Female,57
6100,15743498,Winter,East,Male,52
6101,15720463,Ho,West,Male,30
6102,15588695,Su,Central,Male,32
6103,15665802,Li Fonti,Central,Female,36
6104,15571144,Ives,West,Male,28
6105,15750731,Trevisani,East,Male,50
6106,15605134,Bond,West,Female,34
6107,15626044,Lettiere,East,Male,28
6108,15737910,Houghton,East,Male,35
6109,15761076,Lei,West,Male,41
6110,15710105,Stirling,East,Female,26
6111,15577402,Grant,West,Male,31
6112,15803337,Baresi,West,Male,23
6113,15654372,Pearce,East,Male,34
6114,15585867,Rutledge,Central,Male,36
6115,15662488,Udegbunam,West,Female,44
6116,15604813,Zaytseva,West,Male,40
6117,15611644,Onyemauchechukwu,West,Male,73
6118,15674928,Mullah,Central,Male,37
6119,15656100,Candler,West,Female,49
6120,15764293,Konovalova,West,Male,33
6121,15636423,Lei,West,Male,40
6122,15607629,Hollis,West,Male,48
6123,15577313,Lionel,West,Male,44
6124,15714493,Francis,Central,Female,33
6125,15643359,Carter,Central,Male,32
6126,15687913,Mai,East,Female,34
6127,15790935,Johnson,West,Female,29
6128,15708693,Sherman,West,Female,33
6129,15672016,Sabbatini,West,Male,35
6130,15727605,Shih,East,Male,43
6131,15651144,Yao,East,Female,35
6132,15749401,Ko,West,Male,60
6133,15691874,Kazakova,West,Female,34
6134,15620735,Chiganu,East,Female,33
6135,15769781,Nucci,Central,Female,25
6136,15624611,Marsden,Central,Male,37
6137,15773071,Serena,Central,Female,33
6138,15720371,McLean,West,Female,51
6139,15717984,Longo,West,Male,47
6140,15806407,Wilson,West,Female,37
6141,15785042,Hsiung,West,Female,31
6142,15809302,Wright,West,Male,24
6143,15677550,Folliero,West,Female,38
6144,15654096,Johnston,East,Female,24
6145,15617320,Palermo,Central,Female,46
6146,15653065,Nwabugwu,Central,Female,22
6147,15649112,Endrizzi,Central,Female,33
6148,15690526,Tuan,East,Male,31
6149,15806945,Udobata,West,Female,30
6150,15670066,Ibezimako,Central,Male,34
6151,15625761,Maclean,East,Male,41
6152,15761525,Shaw,Central,Female,31
6153,15735080,Cummins,West,Female,64
6154,15619537,Lavrentiev,West,Male,31
6155,15598162,Saunders,East,Female,39
6156,15694300,Fiorentino,West,Male,26
6157,15637235,Knight,Central,Male,33
6158,15612444,Manfrin,West,Male,29
6159,15626457,Zetticci,West,Male,31
6160,15627995,Angelo,East,Female,26
6161,15706128,Zhdanov,West,Female,21
6162,15666430,Peck,West,Male,38
6163,15627385,Uwaezuoke,West,Male,34
6164,15581323,White,East,Female,28
6165,15608109,Greco,East,Male,58
6166,15801942,Chu,Central,Female,41
6167,15567431,Kodilinyechukwu,West,Male,64
6168,15810167,Scott,Central,Male,75
6169,15644501,Enyinnaya,West,Female,26
6170,15785290,Hao,West,Male,29
6171,15611157,McElhone,West,Female,32
6172,15673837,Ko,Central,Male,61
6173,15656822,Day,East,Male,43
6174,15580560,Harris,West,Female,73
6175,15760641,Gerald,East,Male,26
6176,15587584,Nebeuwa,Central,Male,31
6177,15604146,Kaodilinakachukwu,East,Female,38
6178,15813974,Maruff,East,Male,37
6179,15746986,Howe,East,Female,40
6180,15759741,Knepper,East,Female,34
6181,15734892,Fennell,Central,Male,37
6182,15797194,T'ao,West,Male,39
6183,15723786,Morris,West,Female,37
6184,15642726,Holmes,West,Male,53
6185,15664339,Yu,Central,Male,48
6186,15754526,Walker,East,Male,36
6187,15703037,Edwards,West,Male,37
6188,15751412,Harvey,West,Male,36
6189,15609558,McDonald,East,Female,47
6190,15572408,Chambers,East,Male,39
6191,15613923,Reed,Central,Female,43
6192,15747000,Shih,West,Male,27
6193,15731781,Onyemachukwu,West,Male,43
6194,15727198,Teng,East,Female,28
6195,15794273,Hand,West,Female,56
6196,15804950,Onyemauchechukwu,West,Female,41
6197,15576304,Bailey,West,Male,29
6198,15645200,Chiang,East,Female,54
6199,15779627,Maclean,East,Male,31
6200,15750755,Yobachi,Central,Female,33
6201,15569654,Munro,East,Female,31
6202,15753079,Chidi,West,Male,41
6203,15684995,Chamberlain,Central,Male,49
6204,15790763,Trujillo,Central,Female,49
6205,15766458,Tang,West,Male,33
6206,15616221,Wilson,West,Female,29
6207,15776124,Mann,Central,Male,51
6208,15665811,Parry,West,Male,33
6209,15729804,Manfrin,West,Male,34
6210,15714062,Millar,West,Female,40
6211,15592197,Simmons,Central,Male,30
6212,15793116,Beneventi,East,Female,40
6213,15638231,Chung,Central,Female,62
6214,15697678,Maxwell,East,Male,36
6215,15800412,Dale,East,Male,35
6216,15597610,Stevens,Central,Male,41
6217,15726634,Wei,West,Male,47
6218,15670866,Chiu,West,Male,31
6219,15667462,Duncan,Central,Male,43
6220,15662574,Brady,Central,Male,37
6221,15716926,Macleod,West,Male,33
6222,15603554,Berkeley,West,Female,45
6223,15716800,Kaur,West,Male,31
6224,15679429,Bell,West,Male,32
6225,15616122,Nwokike,West,Male,39
6226,15742172,Williamson,East,Male,32
6227,15792305,Mountgarrett,East,Male,46
6228,15636016,Wreford,West,Female,34
6229,15733138,Paterson,East,Male,42
6230,15669741,Hou,West,Male,36
6231,15616954,Smith,West,Male,71
6232,15729238,Peng,East,Male,48
6233,15718242,Wollstonecraft,East,Female,47
6234,15682914,Bolton,West,Male,34
6235,15654274,Corrie,West,Male,37
6236,15691457,Boyle,Central,Male,36
6237,15719649,Lambie,West,Male,38
6238,15778897,Cartwright,West,Female,28
6239,15589437,Lu,West,Male,26
6240,15682369,Pisano,West,Male,47
6241,15626507,Chukwubuikem,West,Male,27
6242,15571995,Harper,East,Female,33
6243,15673333,Wilson,East,Male,52
6244,15748752,Ch'in,East,Male,33
6245,15725302,Streeton,Central,Female,20
6246,15722083,Ch'ang,Central,Male,39
6247,15771442,Pennington,West,Male,40
6248,15803633,T'ien,West,Female,46
6249,15672185,Liu,West,Male,47
6250,15806486,Cunningham,West,Female,48
6251,15570895,Ch'in,West,Male,42
6252,15614520,Smith,West,Female,37
6253,15687492,Anderson,East,Male,32
6254,15675337,Forbes,East,Female,34
6255,15721047,Ansell,East,Male,37
6256,15589017,Chiu,East,Male,55
6257,15611186,Yevdokimova,West,Male,37
6258,15617301,Chamberlin,East,Male,36
6259,15726046,Johnston,West,Female,27
6260,15585748,McDonald,East,Female,28
6261,15672826,Chen,West,Female,32
6262,15595162,Cattaneo,Central,Female,35
6263,15650026,Barclay-Harvey,West,Male,44
6264,15745826,Dawson,West,Male,37
6265,15708610,Costa,East,Male,44
6266,15624471,Chikwado,West,Male,37
6267,15590097,Ch'eng,Central,Female,33
6268,15689328,Harrison,East,Male,48
6269,15582154,Crawford,West,Female,45
6270,15734626,Gibson,Central,Female,36
6271,15702806,Martin,Central,Male,24
6272,15620756,Stokes,West,Male,49
6273,15611331,Niu,West,Female,46
6274,15576935,Ampt,Central,Male,43
6275,15661275,Wynn,East,Male,52
6276,15814940,Lawrence,Central,Female,33
6277,15768471,Wagner,East,Female,54
6278,15697391,Argyle,Central,Female,34
6279,15793346,Ofodile,West,Female,72
6280,15608338,Chiemenam,Central,Female,55
6281,15578546,Akobundu,East,Male,26
6282,15656921,Locke,West,Male,31
6283,15761340,Bullen,West,Male,22
6284,15591135,Forster,West,Male,37
6285,15623219,Smith,West,Male,33
6286,15655229,Craig,East,Female,35
6287,15805884,Archer,West,Female,41
6288,15668289,McWilliams,Central,Male,32
6289,15568562,Moss,West,Male,40
6290,15773276,Townsend,Central,Male,63
6291,15622801,Brown,West,Female,27
6292,15779886,Munson,Central,Male,24
6293,15713673,T'ien,West,Female,33
6294,15783083,Shubin,West,Male,27
6295,15742824,Isayeva,East,Male,42
6296,15621550,Hung,Central,Female,50
6297,15799480,Webb,West,Male,34
6298,15625247,Scott,West,Female,34
6299,15755241,Rahman,West,Female,52
6300,15575679,Lori,West,Male,24
6301,15668235,Cooke,West,Female,41
6302,15683183,Volkova,East,Female,45
6303,15684592,Lamb,Central,Male,42
6304,15591169,Hawes,East,Female,49
6305,15653455,Smith,West,Female,38
6306,15732563,Swanton,East,Female,33
6307,15656471,Mitchell,West,Male,33
6308,15598510,Colombo,East,Male,27
6309,15766427,Shaw,East,Male,52
6310,15785342,Shipp,West,Male,25
6311,15641595,Jonathan,Central,Male,43
6312,15798429,Hernandez,West,Male,29
6313,15648136,Green,East,Female,28
6314,15812482,Young,West,Male,27
6315,15790810,Han,West,Female,41
6316,15687421,Highland,Central,Male,67
6317,15765643,Hamilton,West,Male,37
6318,15654878,Yobanna,West,Male,29
6319,15686835,Crawford,East,Female,57
6320,15768340,Beavers,East,Female,19
6321,15673599,Williamson,Central,Male,32
6322,15689096,Beneventi,West,Male,47
6323,15684294,Chidumaga,West,Male,50
6324,15615828,Mitchell,West,Male,34
6325,15746012,Chibugo,Central,Female,28
